,price,total_square,rooms,floor
813,8200000,43.0,1.0,18.0
814,26000000,79.37,3.0,2.0
815,24500000,76.0,3.0,6.0
816,19000000,53.5,2.0,11.0
817,15800000,43.5,2.0,5.0
818,31500000,80.5,3.0,8.0
819,59990000,80.1,3.0,9.0
820,725635200,1048.0,6.0,2.0
821,5200000,26.6,1.0,5.0
822,11550000,35.0,1.0,23.0
823,9850000,49.7,2.0,7.0
824,30868688,70.0,3.0,18.0
825,18134228,44.0,1.0,7.0
826,8650000,49.3,1.0,2.0
827,9800000,46.8,1.0,4.0
828,19990000,81.0,2.0,16.0
829,7200000,26.2,1.0,8.0
830,19850000,69.2,2.0,7.0
832,6399000,31.4,1.0,7.0
833,26871000,70.9,2.0,2.0
835,73420000,118.0,4.0,22.0
836,8300000,62.4,3.0,5.0
837,13700000,42.0,1.0,10.0
838,29109748,46.0,1.0,15.0
839,39050000,67.44,2.0,19.0
840,26000000,74.0,3.0,41.0
841,29990000,75.0,2.0,4.0
842,7300000,44.0,2.0,8.0
843,21500000,45.0,2.0,17.0
844,126000000,142.6,3.0,8.0
845,10150000,45.0,2.0,6.0
846,28300000,104.0,4.0,2.0
847,8800000,35.2,1.0,13.0
848,13100000,43.7,2.0,3.0
849,7250000,42.2,1.0,4.0
850,15570310,59.0,2.0,8.0
851,7500000,51.5,2.0,10.0
852,14000000,38.0,1.0,1.0
853,13900000,51.5,2.0,8.0
854,15450000,78.0,3.0,12.0
856,12500000,61.1,3.0,8.0
857,7800000,36.8,1.0,8.0
858,12826150,71.0,3.0,10.0
859,31347643,100.1,2.0,5.0
860,37500000,87.1,3.0,1.0
861,9500000,58.3,3.0,9.0
862,17943000,58.2,2.0,8.0
863,12000000,40.0,2.0,3.0
864,18000000,70.0,3.0,2.0
865,11500000,79.6,3.0,1.0
866,14600000,43.0,1.0,7.0
867,12000000,75.1,3.0,12.0
868,65000000,226.2,4.0,24.0
869,41990000,70.0,2.0,13.0
871,35990000,70.0,3.0,5.0
872,29000000,74.8,3.0,15.0
873,17559556,38.0,1.0,21.0
874,17830000,34.93,1.0,16.0
875,15000000,87.0,3.0,12.0
876,41727366,72.3,2.0,13.0
877,23900000,63.5,2.0,7.0
878,35150000,121.0,5.0,6.0
879,23990000,69.45,2.0,17.0
880,17990000,70.18,3.0,6.0
881,6800000,46.7,2.0,7.0
882,57000000,158.0,4.0,5.0
883,7999999,38.4,1.0,1.0
884,15000000,53.5,2.0,6.0
885,9033230,36.0,1.0,5.0
886,6188700,46.0,1.0,6.0
887,9351379,29.5,1.0,8.0
888,23500000,56.0,1.0,5.0
889,12599000,45.0,1.0,7.0
890,23000000,57.0,2.0,7.0
891,21650000,57.1,2.0,2.0
892,15300000,62.0,3.0,2.0
893,10300000,37.8,1.0,2.0
894,6200000,38.0,1.0,7.0
895,8550000,30.5,1.0,2.0
896,9500000,51.0,1.0,13.0
897,24540653,45.5,1.0,25.0
898,15108700,64.0,3.0,12.0
899,160000000,207.0,5.0,14.0
900,31000000,88.0,3.0,24.0
901,17939716,35.0,2.0,37.0
902,15481000,56.5,2.0,5.0
903,8000000,36.2,1.0,8.0
904,15543228,37.34,2.0,11.0
905,39800000,81.8,3.0,4.0
906,19712900,62.0,2.0,24.0
907,15700000,58.1,3.0,7.0
908,21047760,55.2,2.0,4.0
909,40456912,84.0,2.0,48.0
910,13150000,42.3,1.0,3.0
911,25248960,79.2,3.0,18.0
912,13700000,45.4,2.0,5.0
913,11531468,51.2,2.0,30.0
914,19900000,95.0,3.0,7.0
915,23160780,66.9,2.0,2.0
916,17800000,65.0,3.0,2.0
917,39490000,87.7,2.0,22.0
918,17227719,58.9,2.0,3.0
919,22500000,66.2,2.0,15.0
920,9381776,29.5,1.0,10.0
921,12500000,36.5,1.0,6.0
922,34000000,100.0,4.0,4.0
923,15500000,84.8,2.0,11.0
924,9700000,42.6,1.0,15.0
925,13650000,63.5,3.0,6.0
927,41297200,96.04,3.0,30.0
928,65000000,129.0,3.0,4.0
929,39900000,113.6,3.0,3.0
930,41500000,50.0,2.0,2.0
931,9000000,58.4,2.0,12.0
932,8500000,41.0,1.0,15.0
933,6100000,49.0,2.0,5.0
934,5100000,37.9,1.0,3.0
935,15500000,58.8,2.0,24.0
936,11100000,40.0,1.0,17.0
937,4530181,31.96,1.0,2.0
938,17800000,75.0,3.0,15.0
939,21000000,111.3,5.0,16.0
940,16500000,60.0,2.0,6.0
941,55000000,105.0,5.0,2.0
942,6999719,25.12,1.0,3.0
943,119000000,123.3,3.0,5.0
944,31100360,76.04,3.0,4.0
945,36000000,62.7,2.0,9.0
946,6500000,37.0,1.0,9.0
947,62699543,111.86,3.0,13.0
948,26456722,103.6,2.0,5.0
949,11438448,41.3,1.0,3.0
950,6591874,26.0,1.0,3.0
952,16500000,61.2,3.0,1.0
953,14464250,58.6,3.0,28.0
954,36232855,72.47,2.0,11.0
955,38028476,47.6,2.0,37.0
956,6985187,28.0,1.0,4.0
957,49900000,132.0,4.0,14.0
958,18900000,50.0,2.0,4.0
959,17500000,65.2,3.0,13.0
960,11000000,41.7,2.0,3.0
961,13500000,60.0,1.0,8.0
962,9500000,42.0,2.0,4.0
963,8200000,44.0,1.0,13.0
964,13530548,49.92,2.0,24.0
965,22800000,61.6,2.0,1.0
966,69000000,144.1,4.0,53.0
967,6600000,32.5,1.0,14.0
968,31999000,81.0,3.0,4.0
969,12755259,63.4,2.0,7.0
970,18300000,60.5,3.0,2.0
972,17900000,46.0,2.0,10.0
973,13990000,52.2,2.0,6.0
974,5500000,30.9,1.0,2.0
975,10500000,51.2,3.0,5.0
976,14000000,33.3,1.0,5.0
977,9600000,41.4,1.0,11.0
978,12300000,66.0,2.0,11.0
980,31950000,71.0,3.0,4.0
981,46084000,80.0,3.0,6.0
982,50940000,84.9,2.0,14.0
983,5650000,30.2,1.0,3.0
984,27681693,76.9,3.0,16.0
985,45151000,90.0,3.0,3.0
986,18990000,58.3,3.0,11.0
987,9500000,53.0,1.0,7.0
988,13900000,57.2,2.0,13.0
989,5300000,38.9,1.0,1.0
990,11900000,51.0,2.0,6.0
991,9800000,51.4,2.0,1.0
992,29500000,78.0,3.0,4.0
993,18000000,43.0,1.0,19.0
994,8880000,51.3,2.0,5.0
995,119000000,119.5,3.0,3.0
996,11000000,50.6,2.0,8.0
997,44823780,111.78,3.0,12.0
998,13400000,68.5,2.0,12.0
999,21800000,60.0,2.0,7.0
1000,13350000,40.7,2.0,13.0
1001,5900000,45.0,2.0,2.0
1002,9200000,39.0,1.0,2.0
1003,33500000,75.4,3.0,19.0
1004,49308114,86.5,3.0,34.0
1005,22054335,98.5,4.0,14.0
1006,38060000,72.0,3.0,17.0
1007,9200000,26.0,1.0,4.0
1008,16500000,53.7,2.0,12.0
1009,6350000,35.0,1.0,16.0
1010,11005434,40.0,2.0,13.0
1011,173215538,335.7,5.0,1.0
1012,15265796,64.5,3.0,15.0
1013,24500000,64.8,3.0,1.0
1014,6990000,44.2,1.0,6.0
1015,13500000,58.0,3.0,8.0
1016,40714980,111.0,3.0,4.0
1017,207134010,178.41,3.0,3.0
1018,60000000,105.0,2.0,9.0
1019,16985889,61.4,3.0,13.0
1020,32346750,73.0,2.0,11.0
1021,13200000,64.3,3.0,7.0
1022,16635727,45.99,1.0,5.0
1023,15189881,87.4,3.0,23.0
1024,38759350,92.51,3.0,11.0
1025,18000000,81.6,3.0,3.0
1026,18698805,57.9,2.0,5.0
1027,12000000,40.0,2.0,3.0
1028,10100000,35.4,1.0,1.0
1029,48581841,110.69,4.0,18.0
1030,34000000,103.92,3.0,9.0
1031,66866338,132.43,4.0,14.0
1032,12950000,64.9,2.0,3.0
1033,16675095,55.4,2.0,10.0
1034,37839652,65.0,2.0,37.0
1035,19900000,56.6,1.0,13.0
1036,30000000,64.6,2.0,4.0
1037,13000000,42.0,2.0,4.0
1038,22600000,60.2,3.0,5.0
1039,11800000,64.0,3.0,5.0
1040,9300000,40.9,1.0,6.0
1041,13500000,58.5,1.0,6.0
1042,18630000,37.0,1.0,14.0
1043,9200000,44.2,1.0,7.0
1044,12746446,38.0,2.0,8.0
1045,24022380,36.4,1.0,12.0
1046,10835894,38.0,2.0,11.0
1047,17711564,59.0,3.0,11.0
1049,8300000,53.67,2.0,2.0
1050,9950000,45.9,2.0,4.0
1051,23800000,66.0,2.0,8.0
1052,29917788,94.0,4.0,25.0
1053,17767099,52.9,2.0,24.0
1054,210000000,390.0,5.0,5.0
1056,21000000,71.0,3.0,5.0
1057,9600000,44.0,2.0,5.0
1058,26900000,76.0,3.0,10.0
1059,119900000,281.0,5.0,15.0
1060,12700000,40.1,1.0,2.0
1061,12500000,50.9,2.0,15.0
1062,6900000,34.8,1.0,3.0
1063,96751360,155.0,6.0,1.0
1064,21200000,87.9,3.0,6.0
1065,10000000,51.0,2.0,1.0
1066,12100000,51.0,2.0,7.0
1067,18500000,40.0,2.0,5.0
1068,11000000,38.9,1.0,13.0
1069,28165964,74.0,3.0,26.0
1070,9780775,37.7,2.0,23.0
1071,28138500,51.0,1.0,21.0
1072,59700000,110.0,3.0,10.0
1073,19999000,75.0,2.0,6.0
1074,6592464,40.72,2.0,14.0
1075,6500000,41.0,1.0,17.0
1076,18055000,42.6,2.0,23.0
1077,14735511,55.7,3.0,4.0
1078,14500000,45.0,2.0,3.0
1079,9650000,51.6,2.0,6.0
1080,8400000,43.0,1.0,12.0
1082,16400000,43.1,2.0,7.0
1083,11000000,35.0,1.0,4.0
1084,19602000,66.0,2.0,13.0
1085,5300000,40.7,2.0,1.0
1086,13900000,50.1,2.0,4.0
1087,57000000,62.3,2.0,10.0
1088,19700000,57.2,2.0,4.0
1089,74908360,134.8,4.0,4.0
1090,12500000,63.0,2.0,12.0
1091,10500000,44.3,2.0,2.0
1092,7752542,23.0,1.0,16.0
1093,17000000,55.5,2.0,2.0
1094,45800000,82.0,3.0,11.0
1095,248800000,228.0,4.0,4.0
1097,17800000,82.0,3.0,3.0
1098,15990000,68.6,3.0,3.0
1099,14000000,80.0,3.0,4.0
1100,17748000,58.0,2.0,4.0
1101,32000000,73.0,3.0,8.0
1102,13300000,57.0,3.0,7.0
1103,15500000,60.0,3.0,2.0
1104,8350000,40.1,1.0,17.0
1105,16100000,75.2,3.0,6.0
1106,49822500,102.2,2.0,18.0
1107,13650000,84.0,3.0,1.0
1108,12550000,66.6,2.0,3.0
1109,16401600,80.4,3.0,6.0
1110,8987443,29.0,1.0,11.0
1111,24794936,53.8,2.0,15.0
1112,11500000,52.0,2.0,1.0
1113,17500000,40.0,1.0,8.0
1114,48000000,109.4,3.0,4.0
1115,16550000,56.7,3.0,4.0
1116,13899391,112.1,3.0,8.0
1117,6300000,43.0,1.0,13.0
1118,32722008,76.08,3.0,20.0
1119,7520000,42.9,1.0,5.0
1120,16499000,45.3,1.0,2.0
1121,10900000,29.0,1.0,5.0
1122,24000000,65.5,2.0,16.0
1123,58000000,62.4,2.0,5.0
1124,13200000,37.0,1.0,11.0
1125,423287200,366.0,5.0,4.0
1126,16684651,37.4,2.0,47.0
1127,11800000,35.4,1.0,4.0
1128,4300000,32.3,1.0,2.0
1129,15216021,55.89,2.0,18.0
1130,16770000,82.9,3.0,4.0
1131,13500000,56.3,3.0,2.0
1132,7329547,25.0,1.0,6.0
1133,11800000,54.3,2.0,2.0
1134,16000000,72.2,3.0,13.0
1135,27850000,118.0,3.0,6.0
1136,27300000,81.4,3.0,3.0
1137,27000000,86.0,3.0,7.0
1138,15500000,38.0,1.0,9.0
1139,27550000,55.1,2.0,23.0
1140,17000000,55.3,2.0,2.0
1141,32000000,89.9,3.0,12.0
1142,25000000,74.0,3.0,17.0
1143,11915252,49.5,2.0,5.0
1144,18033222,49.9,2.0,32.0
1145,5500000,30.6,1.0,1.0
1146,20159536,45.0,1.0,20.0
1147,112481850,192.0,3.0,26.0
1148,15900000,63.9,3.0,11.0
1149,11976400,38.0,1.0,9.0
1150,8879053,21.0,1.0,12.0
1151,23900000,65.0,2.0,3.0
1152,8500000,38.0,1.0,15.0
1153,5586455,38.93,1.0,5.0
1154,15739290,74.7,3.0,8.0
1155,10450000,73.0,2.0,16.0
1156,21607934,71.0,3.0,15.0
1157,8770671,42.0,1.0,2.0
1158,33611856,99.0,3.0,13.0
1159,10500000,39.0,1.0,4.0
1160,12300000,66.0,3.0,1.0
1161,43363148,74.0,2.0,25.0
1162,45314600,98.51,3.0,45.0
1163,12750000,41.0,2.0,2.0
1164,15000000,37.9,1.0,13.0
1165,8300000,31.1,1.0,1.0
1167,200000000,172.2,5.0,3.0
1168,55000000,78.0,3.0,5.0
1169,29000000,54.0,2.0,5.0
1170,7600000,35.4,1.0,13.0
1171,8412888,23.0,1.0,8.0
1172,8425515,28.0,1.0,12.0
1173,13000000,60.6,3.0,7.0
1174,15500000,61.2,2.0,11.0
1175,15300000,47.0,1.0,4.0
1176,17800000,56.1,2.0,7.0
1177,12566400,49.0,2.0,18.0
1178,5079624,33.07,2.0,2.0
1179,13000000,38.3,1.0,17.0
1180,17990000,41.7,1.0,15.0
1181,49000000,115.6,3.0,11.0
1182,18950000,98.4,4.0,2.0
1183,14800000,71.0,2.0,8.0
1184,25000000,47.0,2.0,6.0
1185,17300000,49.0,2.0,5.0
1186,5800000,31.5,1.0,14.0
1187,20120310,76.3,3.0,2.0
1188,28000000,62.5,2.0,3.0
1189,65000000,133.4,3.0,17.0
1190,12000000,58.0,2.0,2.0
1191,14300000,43.0,2.0,4.0
1192,17448608,41.0,1.0,16.0
1193,21777360,44.0,1.0,12.0
1194,12900000,36.0,1.0,2.0
1195,17500000,85.7,3.0,1.0
1196,34201797,53.4,1.0,13.0
1197,8500000,37.6,1.0,2.0
1198,13150000,77.2,2.0,22.0
1199,253911850,311.4,6.0,8.0
1200,6300000,34.0,1.0,5.0
1201,14500000,111.2,3.0,7.0
1202,35661780,82.17,2.0,32.0
1203,40000000,111.7,4.0,9.0
1204,9782475,24.61,1.0,14.0
1205,7609668,35.4,1.0,8.0
1206,24952852,76.0,3.0,18.0
1207,14900000,51.0,2.0,7.0
1208,12850800,50.0,2.0,8.0
1209,11999000,43.8,1.0,13.0
1210,30600000,105.8,3.0,3.0
1211,28900000,65.0,3.0,5.0
1212,13000000,44.4,2.0,6.0
1213,8299000,43.0,2.0,5.0
1215,6600000,37.0,1.0,7.0
1216,14800000,69.0,2.0,10.0
1217,66000000,100.0,4.0,6.0
1218,9000000,45.0,1.0,11.0
1219,12800000,42.3,2.0,7.0
1220,35900000,69.0,2.0,7.0
1221,23000000,73.0,4.0,5.0
1222,20900000,92.3,3.0,15.0
1224,19803289,62.8,2.0,9.0
1225,10654000,40.0,1.0,6.0
1226,14200000,62.5,2.0,14.0
1227,10030627,38.0,1.0,31.0
1228,133033120,184.0,4.0,3.0
1229,6100000,42.1,2.0,5.0
1230,45416670,115.3,4.0,37.0
1231,14900000,80.0,3.0,6.0
1232,13900000,31.2,1.0,5.0
1233,13700000,62.5,2.0,16.0
1235,17800000,38.0,1.0,14.0
1236,11390850,45.4,2.0,19.0
1237,17000000,60.0,3.0,3.0
1238,7500000,32.0,1.0,4.0
1239,14500000,58.0,3.0,3.0
1240,24984508,41.0,1.0,2.0
1241,26851720,46.78,2.0,42.0
1242,49800060,101.0,3.0,3.0
1243,14900000,59.0,2.0,7.0
1244,20600000,38.0,1.0,14.0
1245,9938691,36.0,1.0,17.0
1246,72142608,65.0,2.0,7.0
1247,8388145,30.9,1.0,8.0
1248,105000000,188.8,6.0,3.0
1249,23500000,88.0,3.0,11.0
1250,6990000,41.0,1.0,9.0
1251,8100000,46.8,1.0,5.0
1252,35600560,68.0,2.0,16.0
1253,76590000,83.0,2.0,44.0
1254,14900000,57.0,3.0,6.0
1255,24982380,42.3,1.0,12.0
1256,20000000,73.5,3.0,11.0
1257,12000000,36.5,1.0,14.0
1258,27000000,70.0,2.0,14.0
1259,10849000,42.0,1.0,3.0
1260,8343090,32.3,1.0,15.0
1261,26500000,61.0,3.0,7.0
1262,84657440,110.0,4.0,7.0
1264,16400000,56.6,2.0,8.0
1265,46502790,96.11,3.0,31.0
1266,18254889,69.2,3.0,14.0
1267,35000000,115.0,3.0,23.0
1268,12100000,62.1,2.0,14.0
1269,55660705,153.7,4.0,10.0
1270,16500000,65.4,2.0,9.0
1271,11000000,63.6,2.0,3.0
1272,95000000,140.0,4.0,7.0
1273,12250000,62.0,3.0,12.0
1274,7200000,38.3,1.0,2.0
1275,11335000,33.7,1.0,11.0
1276,13500000,50.0,2.0,2.0
1277,24600000,72.0,3.0,12.0
1278,11999999,40.0,1.0,10.0
1279,5500000,43.5,2.0,4.0
1280,17330140,50.4,2.0,27.0
1281,14082438,62.0,3.0,8.0
1282,13200000,38.0,1.0,10.0
1283,65336924,132.0,4.0,3.0
1284,27500000,120.0,3.0,23.0
1285,11750000,36.0,1.0,5.0
1286,8700000,37.6,1.0,3.0
1287,14700000,36.2,1.0,9.0
1288,18131520,56.0,2.0,25.0
1289,38500000,69.0,3.0,3.0
1290,100000000,132.6,4.0,7.0
1291,14700000,60.2,3.0,7.0
1292,7149000,34.2,1.0,4.0
1293,13500000,45.3,2.0,6.0
1294,18400000,60.2,2.0,13.0
1295,12200000,63.9,2.0,10.0
1296,5603528,33.45,1.0,6.0
1297,9500000,60.0,2.0,1.0
1298,21358968,40.0,2.0,37.0
1299,10500000,38.2,1.0,11.0
1300,9490000,32.0,1.0,1.0
1301,8000000,38.0,1.0,15.0
1302,32900000,61.7,2.0,19.0
1303,16804267,50.4,2.0,4.0
1304,40000000,88.6,3.0,3.0
1305,17000000,54.0,2.0,7.0
1306,24721000,83.8,3.0,12.0
1307,58903855,79.5,3.0,6.0
1309,11078326,43.0,1.0,10.0
1310,5500000,19.0,1.0,2.0
1311,9790000,64.6,3.0,5.0
1312,6850000,54.0,2.0,6.0
1313,18500000,70.2,3.0,13.0
1314,8991754,35.1,1.0,3.0
1315,14300000,42.0,2.0,5.0
1316,22200000,87.5,3.0,3.0
1317,15950000,54.0,2.0,1.0
1318,90000000,175.0,4.0,2.0
1319,27900000,73.0,3.0,7.0
1320,29176312,80.0,3.0,13.0
1321,6000000,32.0,1.0,1.0
1322,12900000,43.9,2.0,5.0
1323,37776652,73.61,3.0,10.0
1324,46460764,81.0,3.0,5.0
1325,7500000,53.8,3.0,3.0
1326,11927139,34.3,1.0,11.0
1327,12817459,52.4,2.0,14.0
1328,9149999,58.0,2.0,4.0
1329,17387584,51.0,2.0,3.0
1330,11250000,64.0,3.0,4.0
1331,21847689,62.7,2.0,5.0
1332,7300000,29.0,1.0,5.0
1333,10700000,45.0,2.0,3.0
1334,35000000,86.0,3.0,2.0
1335,6790000,39.0,1.0,14.0
1337,25255500,56.5,2.0,23.0
1338,26000000,83.4,4.0,3.0
1339,10700000,45.0,2.0,10.0
1340,12950000,38.0,1.0,16.0
1341,10300000,34.0,1.0,1.0
1342,8200000,39.0,1.0,13.0
1343,8200000,42.0,1.0,13.0
1344,21951294,59.8,2.0,7.0
1345,6800000,42.2,1.0,3.0
1346,14000000,65.0,3.0,8.0
1347,13439334,65.0,2.0,21.0
1348,72087268,108.6,3.0,43.0
1349,9100000,32.0,1.0,4.0
1350,9150000,59.7,2.0,15.0
1351,24900000,83.2,3.0,8.0
1352,30358000,70.6,2.0,27.0
1353,13500000,78.0,3.0,9.0
1354,12200000,43.7,2.0,2.0
1355,10800000,63.0,2.0,12.0
1356,18279228,85.0,4.0,5.0
1357,11500000,60.4,2.0,14.0
1358,16400000,53.5,2.0,4.0
1359,20390276,74.0,4.0,4.0
1360,7829672,24.0,1.0,6.0
1361,20064300,70.5,3.0,2.0
1362,18500000,66.7,3.0,11.0
1363,23000000,77.0,3.0,10.0
1364,18000000,39.0,1.0,12.0
1365,24070058,71.6,3.0,21.0
1366,19327905,56.9,2.0,43.0
1367,17500000,98.6,4.0,8.0
1368,14800000,65.1,3.0,12.0
1369,13400000,58.5,3.0,2.0
1370,5900000,33.0,1.0,4.0
1371,8500000,44.9,2.0,1.0
1372,44999998,88.7,3.0,30.0
1373,15300000,39.5,1.0,4.0
1374,16215010,37.0,1.0,7.0
1375,21200000,84.0,3.0,6.0
1376,9306748,50.5,2.0,2.0
1377,12000000,45.3,2.0,5.0
1378,18294250,84.5,3.0,2.0
1379,22900000,46.62,2.0,2.0
1380,14990000,53.37,2.0,9.0
1381,16500000,47.0,2.0,4.0
1382,25500000,90.0,3.0,3.0
1383,60000000,84.0,2.0,12.0
1384,22200000,60.9,3.0,2.0
1385,12600000,48.1,2.0,2.0
1386,11272272,40.7,1.0,3.0
1387,20500000,63.0,2.0,15.0
1388,17185597,71.5,3.0,19.0
1389,12000000,32.0,1.0,6.0
1390,12400000,37.5,1.0,2.0
1391,36500000,85.0,4.0,2.0
1392,22500000,76.5,2.0,22.0
1393,15500000,82.0,3.0,17.0
1394,21000000,57.0,2.0,3.0
1395,9000000,38.1,1.0,11.0
1396,5850000,32.0,1.0,3.0
1397,25900000,77.6,3.0,18.0
1398,52800000,119.0,3.0,15.0
1399,12416213,46.0,2.0,20.0
1400,10700000,48.0,2.0,6.0
1401,18373801,61.5,2.0,12.0
1402,123000000,115.0,3.0,9.0
1403,7871295,25.0,1.0,2.0
1404,14900000,52.8,2.0,3.0
1405,25000000,128.0,4.0,3.0
1406,16800000,59.0,3.0,3.0
1407,12527461,38.2,1.0,17.0
1408,4500000,14.0,1.0,1.0
1409,56000000,85.0,2.0,11.0
1411,34851780,66.6,2.0,19.0
1412,12766415,37.4,1.0,10.0
1413,21750000,79.6,3.0,12.0
1414,9300000,54.0,2.0,6.0
1415,12500000,45.1,2.0,5.0
1416,31900000,70.8,2.0,12.0
1417,24000000,83.0,3.0,5.0
1418,12988456,49.2,2.0,21.0
1419,14300000,36.0,1.0,10.0
1420,17000000,43.11,1.0,3.0
1421,12000000,39.0,1.0,13.0
1422,10200000,57.0,3.0,7.0
1423,10700000,56.0,2.0,9.0
1424,33350000,45.03,2.0,11.0
1425,28871200,95.6,4.0,24.0
1426,34816688,99.53,3.0,25.0
1427,10283640,33.0,1.0,8.0
1428,33414710,72.17,3.0,18.0
1429,24990000,102.0,4.0,9.0
1430,29869999,53.67,1.0,4.0
1431,12000000,69.6,3.0,3.0
1432,36000000,113.0,3.0,4.0
1433,12800000,75.2,2.0,11.0
1434,20500000,51.4,2.0,7.0
1435,8600000,32.8,2.0,6.0
1436,16697886,79.99,4.0,11.0
1437,14850000,63.0,3.0,10.0
1438,32160000,67.28,2.0,2.0
1439,28000000,58.0,2.0,3.0
1440,12600000,63.0,3.0,5.0
1441,51600000,109.0,4.0,3.0
1442,18500000,79.2,2.0,1.0
1443,332582800,280.0,5.0,5.0
1444,15500000,72.2,3.0,1.0
1445,10300000,43.2,2.0,1.0
1446,11292660,26.0,1.0,33.0
1447,35000000,92.6,3.0,22.0
1448,42000000,101.3,3.0,3.0
1449,22708504,34.0,1.0,16.0
1450,29500000,70.0,3.0,3.0
1451,9937166,31.15,1.0,24.0
1452,34000000,75.0,3.0,4.0
1453,11207064,46.8,2.0,10.0
1454,10484000,43.6,2.0,4.0
1456,4950000,37.9,1.0,1.0
1457,25887600,79.9,3.0,13.0
1458,118000000,325.0,6.0,3.0
1459,13100000,46.0,2.0,4.0
1460,17500000,38.3,2.0,1.0
1461,47360000,98.0,3.0,15.0
1462,37400000,101.0,3.0,4.0
1463,14500000,74.8,3.0,1.0
1464,195000000,178.0,5.0,7.0
1465,26200000,72.8,3.0,6.0
1466,14490000,55.9,2.0,3.0
1467,55000000,106.0,3.0,3.0
1468,7700000,36.0,1.0,1.0
1469,18950000,54.8,2.0,4.0
1470,12800000,46.0,2.0,5.0
1471,8851080,26.0,1.0,5.0
1472,10700000,56.0,2.0,1.0
1473,30000000,115.0,3.0,8.0
1474,93000000,272.4,10.0,5.0
1475,11750000,48.0,2.0,6.0
1476,44997360,104.0,3.0,12.0
1477,14368106,44.0,2.0,14.0
1478,14700000,44.5,2.0,2.0
1479,24500000,62.6,2.0,6.0
1480,17110820,67.0,2.0,6.0
1481,15000000,60.3,3.0,7.0
1482,10500000,47.0,2.0,8.0
1483,14493840,46.1,2.0,3.0
1484,14990000,53.1,2.0,9.0
1485,13500000,62.6,3.0,3.0
1486,13500000,50.8,2.0,10.0
1487,4750000,29.0,1.0,13.0
1488,16266069,71.8,2.0,12.0
1489,19400000,83.5,3.0,16.0
1490,40000000,98.0,4.0,6.0
1491,11844954,41.0,1.0,12.0
1492,11855690,34.0,1.0,8.0
1493,5850000,44.0,2.0,1.0
1494,12066698,54.0,2.0,8.0
1495,8450000,65.8,3.0,3.0
1496,26136000,45.0,1.0,13.0
1497,7220000,47.1,2.0,7.0
1498,27760500,70.29,2.0,3.0
1499,33340000,62.96,2.0,12.0
1500,18650000,74.6,3.0,4.0
1501,15500000,62.1,2.0,1.0
1502,12588660,50.94,3.0,11.0
1503,9150000,41.6,2.0,3.0
1504,22000000,79.1,2.0,13.0
1505,33334190,95.6,3.0,2.0
1506,37942407,70.53,2.0,11.0
1507,7250000,38.8,1.0,8.0
1508,6000000,35.2,1.0,2.0
1510,42550000,67.3,4.0,3.0
1511,12400000,40.0,2.0,9.0
1512,14600000,53.4,2.0,6.0
1513,38500000,120.0,3.0,6.0
1514,13700000,62.0,4.0,7.0
1516,30000000,73.7,2.0,16.0
1517,21400272,76.0,4.0,18.0
1519,12300000,38.0,1.0,23.0
1520,37000000,85.2,4.0,3.0
1521,16800000,69.0,3.0,5.0
1522,33500000,57.2,2.0,10.0
1523,9227361,53.43,2.0,21.0
1524,18700000,52.3,2.0,6.0
1525,17000000,55.2,3.0,2.0
1526,8450000,34.7,1.0,3.0
1527,6500000,30.0,1.0,4.0
1528,25000000,49.0,2.0,7.0
1529,28937864,46.0,1.0,16.0
1530,17990000,40.0,2.0,15.0
1531,9700000,30.8,1.0,2.0
1532,40490000,89.0,3.0,6.0
1534,10500000,65.0,3.0,8.0
1535,17950000,43.0,2.0,3.0
1536,10941267,35.22,2.0,13.0
1537,14738504,66.4,2.0,4.0
1538,7900000,62.1,3.0,5.0
1539,23718422,72.2,3.0,6.0
1540,19591837,70.2,2.0,18.0
1541,15500000,52.6,2.0,1.0
1542,18999000,60.0,2.0,3.0
1543,8300000,37.5,1.0,5.0
1544,7500000,30.0,1.0,2.0
1545,12500000,65.0,2.0,22.0
1546,14900000,53.5,2.0,10.0
1547,43500000,134.0,4.0,2.0
1548,35990000,121.8,4.0,9.0
1549,8899000,35.7,1.0,23.0
1550,11700000,41.0,2.0,8.0
1551,16019250,79.5,2.0,5.0
1552,19300000,39.9,1.0,24.0
1553,34087000,76.6,2.0,30.0
1554,26200000,113.9,4.0,3.0
1555,21500000,60.3,3.0,2.0
1556,5650000,42.0,1.0,6.0
1557,47000000,101.4,3.0,7.0
1558,122500000,201.0,5.0,28.0
1559,7800000,33.3,1.0,7.0
1560,24000000,67.5,2.0,13.0
1561,15665980,62.0,3.0,3.0
1562,64870000,124.75,4.0,24.0
1563,9600000,34.8,1.0,2.0
1564,13500000,58.5,2.0,12.0
1565,35000000,85.9,3.0,5.0
1566,180000000,198.0,4.0,5.0
1567,19340204,46.0,1.0,4.0
1568,9900000,52.9,2.0,17.0
1569,13100000,77.0,3.0,7.0
1570,8000000,55.0,2.0,8.0
1571,110000000,317.0,4.0,26.0
1572,27333456,88.4,3.0,6.0
1573,8700000,40.0,1.0,4.0
1574,13000000,83.7,3.0,11.0
1575,39999999,135.1,3.0,2.0
1576,13430822,27.4,1.0,29.0
1577,11500000,35.0,1.0,10.0
1578,46914120,103.0,3.0,7.0
1579,50000000,71.0,2.0,7.0
1580,18500000,63.0,2.0,7.0
1581,13700000,44.4,2.0,9.0
1582,7500000,42.6,2.0,2.0
